"Gene ID","source_id","Organism","Genomic Location (Gene)","Ortholog count","Paralog count","Ortholog Group"
"PF3D7_1122600","PF3D7_1122600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:859,451..868,220(+)","64","0","OG6_533034"
"PF3D7_1122700","PF3D7_1122700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:868,275..869,789(-)","61","0","OG6_532701"
"PF3D7_1122800","PF3D7_1122800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:871,050..877,707(+)","62","0","OG6_136893"
"PF3D7_1122900","PF3D7_1122900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:878,969..895,273(+)","381","4","OG6_100025"
"PF3D7_1123000","PF3D7_1123000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:895,885..906,868(-)","23","0","OG6_532441"
"PF3D7_1123100","PF3D7_1123100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:909,056..916,804(+)","58","0","OG6_114086"
"PF3D7_1123200","PF3D7_1123200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:917,394..921,163(+)","54","0","OG6_101394"
"PF3D7_1123300","PF3D7_1123300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:921,384..924,526(+)","58","0","OG6_533344"
"PF3D7_1123400","PF3D7_1123400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:924,653..927,965(+)","62","0","OG6_101550"
"PF3D7_1123500","PF3D7_1123500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:928,601..933,649(-)","59","0","OG6_532891"
"PF3D7_1123600","PF3D7_1123600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:934,715..938,597(+)","61","0","OG6_139494"
"PF3D7_1123700","PF3D7_1123700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:938,756..940,010(+)","59","0","OG6_145389"
"PF3D7_1123800","PF3D7_1123800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:940,025..944,624(+)","61","0","OG6_102083"
"PF3D7_1123900","PF3D7_1123900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:944,850..946,524(+)","61","0","OG6_101116"
"PF3D7_1124000","PF3D7_1124000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:947,614..951,244(+)","61","0","OG6_101008"
"PF3D7_1124100","PF3D7_1124100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:950,693..956,865(-)","60","0","OG6_104527"
"PF3D7_1124200","PF3D7_1124200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:956,931..959,950(-)","58","0","OG6_103779"
"PF3D7_1124300","PF3D7_1124300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:961,072..964,480(+)","54","0","OG6_533241"
"PF3D7_1124400","PF3D7_1124400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:964,315..965,485(-)","60","0","OG6_102846"
"PF3D7_1124500","PF3D7_1124500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:966,719..969,467(+)","61","0","OG6_100754"
"PF3D7_1124600","PF3D7_1124600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:968,959..973,122(-)","61","0","OG6_101726"
"PF3D7_1124700","PF3D7_1124700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:973,924..976,068(-)","65","0","OG6_100642"
"PF3D7_1124800","PF3D7_1124800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:976,196..977,963(-)","62","0","OG6_102760"
"PF3D7_1124900","PF3D7_1124900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:980,411..983,385(+)","61","0","OG6_100532"
"PF3D7_1125000","PF3D7_1125000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:983,393..985,829(-)","61","0","OG6_139466"
"PF3D7_1125100","PF3D7_1125100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:986,112..988,218(+)","61","0","OG6_139445"
"PF3D7_1125200","PF3D7_1125200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:988,330..991,296(-)","60","0","OG6_146365"
"PF3D7_1125300","PF3D7_1125300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:991,682..996,497(+)","67","0","OG6_101824"
"PF3D7_1125400","PF3D7_1125400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:996,776..1,000,180(-)","60","0","OG6_102237"
"PF3D7_1125500","PF3D7_1125500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,000,521..1,001,954(-)","61","0","OG6_102452"
"PF3D7_1125600","PF3D7_1125600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,001,988..1,003,900(-)","59","0","OG6_179343"
"PF3D7_1125700","PF3D7_1125700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,004,021..1,007,682(-)","62","0","OG6_119978"
"PF3D7_1125800","PF3D7_1125800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,007,693..1,011,537(-)","61","0","OG6_154599"
"PF3D7_1125900","PF3D7_1125900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,012,393..1,014,252(+)","61","0","OG6_150948"
"PF3D7_1126000","PF3D7_1126000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,013,901..1,017,911(-)","61","0","OG6_100294"
"PF3D7_1126100","PF3D7_1126100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,018,358..1,022,935(-)","60","0","OG6_102679"
"PF3D7_1126200","PF3D7_1126200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,023,770..1,025,989(-)","60","0","OG6_100333"
"PF3D7_1126300","PF3D7_1126300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,026,914..1,029,706(+)","38","0","OG6_532710"
"PF3D7_1126400","PF3D7_1126400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,030,509..1,031,799(+)","59","0","OG6_171422"
"PF3D7_1126500","PF3D7_1126500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,032,312..1,037,531(+)","50","0","OG6_532854"
"PF3D7_1126600","PF3D7_1126600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,037,626..1,040,420(-)","49","0","OG6_100408"
"PF3D7_1126700","PF3D7_1126700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,040,447..1,048,468(-)","60","0","OG6_533442"
"PF3D7_1126800","PF3D7_1126800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,049,176..1,052,926(+)","22","0","OG6_107066"
"PF3D7_1126900","PF3D7_1126900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,052,969..1,054,388(-)","57","0","OG6_102196"
"PF3D7_1127000","PF3D7_1127000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,055,701..1,058,777(-)","58","0","OG6_119689"
"PF3D7_1127100","PF3D7_1127100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,059,925..1,061,367(-)","59","0","OG6_101166"
"PF3D7_1127200","PF3D7_1127200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,062,718..1,063,072(+)","57","0","OG6_215357"
"PF3D7_1127300","PF3D7_1127300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,063,077..1,064,882(-)","59","0","OG6_100919"
"PF3D7_1127400","PF3D7_1127400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,064,993..1,067,053(+)","56","0","OG6_532802"
"PF3D7_1127500","PF3D7_1127500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,067,055..1,071,027(+)","59","0","OG6_533311"
"PF3D7_1127600","PF3D7_1127600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,071,718..1,074,209(+)","118","1","OG6_111807"
"PF3D7_1127700","PF3D7_1127700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,074,626..1,076,405(-)","39","0","OG6_532921"
"PF3D7_1127900","PF3D7_1127900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,083,321..1,086,048(-)","58","0","OG6_532574"
"PF3D7_1128000","PF3D7_1128000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,086,660..1,093,283(+)","42","0","OG6_533192"
"PF3D7_1128000","PF3D7_1128000.2","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,086,660..1,093,283(+)","42","0","OG6_533192"
"PF3D7_1128100","PF3D7_1128100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,094,357..1,096,486(-)","59","0","OG6_101532"
"PF3D7_1128200","PF3D7_1128200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,096,720..1,097,745(+)","61","0","OG6_102239"
"PF3D7_1128300","PF3D7_1128300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,097,880..1,103,771(-)","62","0","OG6_156271"
"PF3D7_1128400","PF3D7_1128400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,104,154..1,107,028(-)","60","0","OG6_101661"
"PF3D7_1128500","PF3D7_1128500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,107,772..1,110,152(+)","118","1","OG6_100169"
"PF3D7_1128600","PF3D7_1128600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,110,057..1,112,485(-)","60","0","OG6_101639"
"PF3D7_1128700","PF3D7_1128700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,112,700..1,115,761(+)","61","0","OG6_101767"
"PF3D7_1128900","PF3D7_1128900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,117,049..1,120,693(+)","62","0","OG6_134723"
"PF3D7_1129000","PF3D7_1129000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,120,716..1,123,490(+)","61","0","OG6_100634"
"PF3D7_1129100","PF3D7_1129100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,124,682..1,128,048(+)","57","0","OG6_533690"
"PF3D7_1129200","PF3D7_1129200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,128,223..1,131,206(+)","63","0","OG6_102079"
"PF3D7_1129300","PF3D7_1129300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,131,284..1,137,072(-)","48","0","OG6_533452"
"PF3D7_1129400","PF3D7_1129400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,137,082..1,140,631(-)","118","1","OG6_100487"
"PF3D7_1129500","PF3D7_1129500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,141,454..1,144,631(+)","60","0","OG6_102506"
"PF3D7_1129600","PF3D7_1129600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,144,744..1,148,981(+)","50","0","OG6_109640"
"PF3D7_1129700","PF3D7_1129700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,148,926..1,151,585(-)","45","0","OG6_533743"
"PF3D7_1129800","PF3D7_1129800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,151,788..1,154,689(+)","60","0","OG6_532535"
"PF3D7_1129900","PF3D7_1129900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,155,616..1,158,343(+)","61","0","OG6_166402"
"PF3D7_1130000","PF3D7_1130000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,158,440..1,162,440(-)","58","0","OG6_102413"
"PF3D7_1130100","PF3D7_1130100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,162,731..1,164,039(-)","58","0","OG6_101624"
"PF3D7_1130200","PF3D7_1130200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,163,768..1,167,334(+)","61","0","OG6_100781"
"PF3D7_1130400","PF3D7_1130400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,168,333..1,171,161(+)","61","0","OG6_101915"
"PF3D7_1130500","PF3D7_1130500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,171,260..1,176,260(+)","53","0","OG6_532707"
"PF3D7_1130600","PF3D7_1130600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,176,282..1,180,695(+)","61","0","OG6_103381"
"PF3D7_1130700","PF3D7_1130700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,179,639..1,185,871(-)","62","0","OG6_101499"
"PF3D7_1130800","PF3D7_1130800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,187,604..1,189,562(+)","60","0","OG6_104236"
"PF3D7_1130900","PF3D7_1130900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,190,118..1,194,394(+)","55","0","OG6_533210"
"PF3D7_1131000","PF3D7_1131000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,193,687..1,195,036(-)","23","0","OG6_532370"
"PF3D7_1131100","PF3D7_1131100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,195,469..1,198,419(-)","60","0","OG6_532478"
"PF3D7_1131200","PF3D7_1131200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,199,053..1,202,149(+)","59","0","OG6_533550"
"PF3D7_1131300","PF3D7_1131300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,201,675..1,204,113(-)","46","0","OG6_532868"
"PF3D7_1131400","PF3D7_1131400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,204,242..1,210,151(-)","45","0","OG6_532670"
"PF3D7_1131500","PF3D7_1131500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,210,686..1,211,456(-)","61","0","OG6_532420"
"PF3D7_1131700","PF3D7_1131700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,225,688..1,226,474(-)","60","0","OG6_532943"
"PF3D7_1131800","PF3D7_1131800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,226,559..1,233,099(-)","50","0","OG6_101373"
"PF3D7_1131900","PF3D7_1131900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,234,061..1,236,391(-)","56","0","OG6_127377"
"PF3D7_1132000","PF3D7_1132000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,239,829..1,242,921(+)","122","1","OG6_100933"
"PF3D7_1132100","PF3D7_1132100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,243,226..1,246,618(-)","24","0","OG6_159038"
"PF3D7_1132200","PF3D7_1132200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,248,292..1,251,089(-)","62","0","OG6_101890"
"PF3D7_1132300","PF3D7_1132300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,251,966..1,253,902(+)","61","0","OG6_171498"
"PF3D7_1132400","PF3D7_1132400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,254,662..1,260,426(-)","23","0","OG6_532367"
"PF3D7_1132500","PF3D7_1132500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,261,759..1,266,078(+)","58","0","OG6_171430"
"PF3D7_1132600","PF3D7_1132600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,265,900..1,267,995(-)","59","0","OG6_102388"
"PF3D7_1132700","PF3D7_1132700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,268,410..1,270,016(+)","122","1","OG6_100234"
"PF3D7_1132800","PF3D7_1132800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,270,935..1,273,096(+)","62","0","OG6_100415"
"PF3D7_1132900","PF3D7_1132900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,273,208..1,275,484(+)","61","0","OG6_100619"
"PF3D7_1133100","PF3D7_1133100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,276,697..1,281,158(+)","56","0","OG6_532569"
"PF3D7_1133200","PF3D7_1133200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,280,823..1,288,093(-)","60","0","OG6_171438"
"PF3D7_1133300","PF3D7_1133300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,289,824..1,292,127(+)","61","0","OG6_129492"
"PF3D7_1133400","PF3D7_1133400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,292,966..1,296,696(+)","62","0","OG6_130922"
"PF3D7_1133500","PF3D7_1133500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,296,801..1,298,199(+)","61","0","OG6_156404"
"PF3D7_1133600","PF3D7_1133600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,298,301..1,300,611(-)","56","0","OG6_532700"
"PF3D7_1133700","PF3D7_1133700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,301,308..1,307,797(+)","60","0","OG6_130923"
"PF3D7_1133800","PF3D7_1133800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,308,312..1,312,020(+)","60","0","OG6_100839"
"PF3D7_1133900","PF3D7_1133900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,312,734..1,317,676(+)","56","0","OG6_533405"
"PF3D7_1134000","PF3D7_1134000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,318,721..1,322,792(+)","61","0","OG6_100423"
"PF3D7_1134100","PF3D7_1134100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,322,407..1,325,617(-)","60","0","OG6_100473"
"PF3D7_1134200","PF3D7_1134200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,326,228..1,332,808(+)","55","0","OG6_532792"
"PF3D7_1134300","PF3D7_1134300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,333,076..1,340,271(+)","25","0","OG6_533674"
"PF3D7_1134400","PF3D7_1134400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,340,325..1,342,250(-)","58","0","OG6_136383"
"PF3D7_1134500","PF3D7_1134500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,343,384..1,349,822(+)","59","0","OG6_104869"
"PF3D7_1134600","PF3D7_1134600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,350,158..1,358,171(-)","17","0","OG6_138028"
"PF3D7_1134700","PF3D7_1134700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,358,907..1,364,530(-)","60","0","OG6_102249"
"PF3D7_1134800","PF3D7_1134800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,367,023..1,368,903(+)","60","0","OG6_101729"
"PF3D7_1134900","PF3D7_1134900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,369,619..1,371,667(+)","59","0","OG6_533575"
"PF3D7_1135000","PF3D7_1135000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,371,743..1,374,175(+)","52","0","OG6_102406"
"PF3D7_1135100","PF3D7_1135100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,374,293..1,377,710(-)","59","0","OG6_101170"
"PF3D7_1135300","PF3D7_1135300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,380,567..1,382,594(-)","61","0","OG6_532489"
"PF3D7_1135400","PF3D7_1135400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,384,340..1,385,924(-)","63","0","OG6_205374"
"PF3D7_1135500","PF3D7_1135500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,387,091..1,388,909(-)","60","0","OG6_139444"
"PF3D7_1135600","PF3D7_1135600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,389,211..1,396,929(+)","58","0","OG6_105753"
"PF3D7_1135700","PF3D7_1135700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,396,148..1,397,044(-)","55","0","OG6_533121"
"PF3D7_1135800","PF3D7_1135800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,397,248..1,398,391(+)","59","0","OG6_532541"
"PF3D7_1135900","PF3D7_1135900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,398,462..1,401,319(-)","60","0","OG6_102127"
"PF3D7_1136100","PF3D7_1136100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,415,406..1,417,214(+)","54","0","OG6_533696"
"PF3D7_1136200","PF3D7_1136200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,417,279..1,420,432(-)","32","0","OG6_533035"
"PF3D7_1136300","PF3D7_1136300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,421,786..1,426,832(+)","60","0","OG6_102097"
"PF3D7_1136400","PF3D7_1136400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,426,876..1,431,677(-)","57","0","OG6_533175"
"PF3D7_1136500","PF3D7_1136500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,431,881..1,435,170(-)","61","0","OG6_100396"
"PF3D7_1136500","PF3D7_1136500.2","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,431,881..1,435,170(-)","61","0","OG6_100396"
"PF3D7_1136600","PF3D7_1136600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,440,742..1,445,784(+)","38","0","OG6_200769"
"PF3D7_1136700","PF3D7_1136700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,446,063..1,449,550(+)","62","0","OG6_533110"
"PF3D7_1136700","PF3D7_1136700.2","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,446,063..1,449,550(+)","62","0","OG6_533110"
"PF3D7_1136800","PF3D7_1136800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,449,075..1,453,801(-)","61","0","OG6_101281"
"PF3D7_1136900","PF3D7_1136900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,455,197..1,460,871(+)","57","0","OG6_100121"
"PF3D7_1137100","PF3D7_1137100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,461,487..1,463,111(+)","61","0","OG6_142584"
"PF3D7_1137200","PF3D7_1137200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,463,149..1,465,573(-)","62","0","OG6_171417"
"PF3D7_1137300","PF3D7_1137300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,465,889..1,469,381(-)","61","0","OG6_100901"
"PF3D7_1137400","PF3D7_1137400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,470,103..1,472,480(-)","62","0","OG6_122900"
"PF3D7_1137500","PF3D7_1137500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,472,839..1,474,438(-)","60","0","OG6_102116"
"PF3D7_1137600","PF3D7_1137600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,474,667..1,476,838(-)","26","0","OG6_532799"
"PF3D7_1137700","PF3D7_1137700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,477,643..1,479,850(+)","61","0","OG6_175142"
"PF3D7_1137800","PF3D7_1137800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,480,900..1,481,526(-)","59","0","OG6_533353"
"PF3D7_1137900","PF3D7_1137900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,483,375..1,485,858(+)","61","0","OG6_532584"
"PF3D7_1138000","PF3D7_1138000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,486,652..1,496,398(+)","31","0","OG6_532521"
"PF3D7_1138100","PF3D7_1138100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,496,635..1,498,092(+)","61","0","OG6_102802"
"PF3D7_1138200","PF3D7_1138200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,498,115..1,499,068(+)","61","0","OG6_149555"
"PF3D7_1138300","PF3D7_1138300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,498,612..1,499,571(-)","94","1","OG6_105090"
"PF3D7_1138400","PF3D7_1138400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,500,670..1,514,612(-)","72","0","OG6_119479"
"PF3D7_1138500","PF3D7_1138500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,517,580..1,521,643(+)","62","0","OG6_100270"
"PF3D7_1138600","PF3D7_1138600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,521,810..1,524,748(-)","60","0","OG6_102971"
"PF3D7_1138700","PF3D7_1138700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,525,654..1,532,527(-)","27","0","OG6_532518"
"PF3D7_1138800","PF3D7_1138800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,532,674..1,540,545(-)","61","0","OG6_102926"
"PF3D7_1139100","PF3D7_1139100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,545,416..1,553,962(+)","26","0","OG6_122528"
"PF3D7_1139200","PF3D7_1139200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,553,848..1,555,709(-)","62","0","OG6_111225"
"PF3D7_1139300","PF3D7_1139300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,556,447..1,565,469(-)","25","0","OG6_532826"
"PF3D7_1139500","PF3D7_1139500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,576,132..1,578,978(-)","62","0","OG6_103946"
"PF3D7_1139600","PF3D7_1139600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,580,594..1,582,483(+)","27","0","OG6_533616"
"PF3D7_1139700","PF3D7_1139700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,582,539..1,585,322(-)","63","0","OG6_101920"
"PF3D7_1139900","PF3D7_1139900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,593,266..1,595,319(+)","59","0","OG6_102725"
"PF3D7_1140000","PF3D7_1140000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,595,767..1,597,718(+)","44","0","OG6_129138"
"PF3D7_1140100","PF3D7_1140100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,597,769..1,600,089(-)","61","0","OG6_102324"
"PF3D7_1140200","PF3D7_1140200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,600,448..1,603,560(-)","28","0","OG6_533670"
"PF3D7_1140300","PF3D7_1140300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,604,250..1,607,491(+)","60","0","OG6_532862"
"PF3D7_1140400","PF3D7_1140400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,607,519..1,608,723(+)","61","0","OG6_179344"
"PF3D7_1140500","PF3D7_1140500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,610,100..1,615,809(+)","44","0","OG6_532763"
"PF3D7_1140600","PF3D7_1140600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,615,976..1,622,355(-)","26","0","OG6_533141"
"PF3D7_1140800","PF3D7_1140800.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,633,071..1,636,567(+)","61","0","OG6_153789"
"PF3D7_1140900","PF3D7_1140900.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,636,768..1,643,539(-)","59","0","OG6_532719"
"PF3D7_1141000","PF3D7_1141000.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,644,911..1,647,382(+)","28","0","OG6_532424"
"PF3D7_1141100","PF3D7_1141100.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,649,321..1,657,012(+)","32","0","OG6_118471"
"PF3D7_1141200","PF3D7_1141200.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,657,118..1,658,339(-)","59","0","OG6_139432"
"PF3D7_1141300","PF3D7_1141300.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,658,390..1,663,036(-)","56","0","OG6_532905"
"PF3D7_1141400","PF3D7_1141400.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,663,373..1,665,749(+)","56","0","OG6_105076"
"PF3D7_1141500","PF3D7_1141500.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,665,761..1,668,162(+)","58","0","OG6_532644"
"PF3D7_1141600","PF3D7_1141600.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,668,302..1,669,090(-)","60","0","OG6_100818"
"PF3D7_1141700","PF3D7_1141700.1","Plasmodium falciparum 3D7","Pf3D7_11_v3:1,669,907..1,671,894(+)","60","0","OG6_102788"
